"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
9.6810183349795,8.69846817267017,2.64661231154117,7.81287450903277,8.98719307064099,7.77933333110458,6.56296377270405,6.44244375422041,7.07424876089045,9.9455373530397,7.90136682682329,7.21923969066064,7.48670172927511,7.55619413932574,8.54684747727973,7.71805101707177,6.51608542930883,9.20738457169161,9.15406741625769,7.43081493037257,8.70189227371849,9.13602940821252,6.90920526434471,6.18811769199489,8.85651796409917,7.15282863657527,8.61616431316262,8.75109967703551,9.9273705914407,6.95191273629291,10.2821894704375,7.90873365438612,7.57435091163221,5.88523988433801,7.24643875750519,6.75436509291431,7.06625730339054,8.67612434829048,7.62070125870832,7.23614656760065,9.41803980853987,8.66829985481553,6.29598232658246,5.81042239677888,7.01744420690797,6.86801168094711,9.68418396615233,9.50754146253989,7.67093720815354,5.92369496634542
10.0539765313405,9.82470258560078,10.2428660612959,7.70266092616303,8.1608158688687,8.37696456870958,9.89409755497976,9.07857720703909,8.07810039995836,8.77442040140489,7.04463527014743,8.46061918434394,7.50080318007983,8.28339431550576,8.14411565055783,8.17547335023752,5.92002811486664,9.34123638879692,8.39508185837607,6.92276397699461,7.96032397142002,10.3621841404308,5.82833722179071,7.04339096935135,9.99499825011115,6.67192027805646,8.08680417584841,7.77902456527086,8.05279467695772,9.24303784410465,8.44821693816086,3.31519497460198,7.43647725684003,9.18233341729501,6.97201662532358,7.49775716329578,7.41588048708734,6.90902455033309,8.87969589224311,9.84754583135142,7.06195654549922,9.64043973909724,6.32097422999201,9.3177801588807,6.13454076160097,8.907313790289,8.04233426591819,8.02595438374282,9.13482455432185,8.43595151146502
10.5392189279039,10.3721207433125,10.0430834254358,7.7165831698652,8.86633610945855,9.61613753643933,10.7890737806221,7.47319513133235,2.43153299065153,10.0193240955733,2.78066530666519,7.68249599501705,8.89127885488178,7.63358974864863,8.36831325285907,9.8139686244985,6.40039265135378,7.97943394734744,9.62537976715599,8.52800634952687,9.70606928332592,10.7778662556357,7.86410950667094,9.00385433797171,7.90311264858488,9.57422864038627,6.97300555958155,7.69996280799593,7.67271840313424,7.60856571356064,7.68664477729965,8.98184910312842,10.056017361309,9.17520609888971,7.6241615121382,7.95689563098701,8.06913428472256,8.79184746471399,9.85559587966038,6.90103421067227,7.9711101976126,9.23464361863325,7.19666382940592,6.02508992786221,6.66809417364736,9.31537259177799,8.86019235014988,8.30713745603864,7.43414092139629,9.21161223817866
10.5810122015313,8.18954228090892,9.78264282802889,7.56393332931627,8.38862131724487,9.67978828117859,9.22768089007696,9.45306453892733,8.25630848570253,9.69003766038107,9.20151533830279,7.16816928001776,8.88861150840129,8.75002127893438,8.84824916799778,8.6244678414587,7.42192760794804,7.18658884696598,6.74564312600064,9.94302953151793,6.85749147735189,8.93951607017456,7.59929774336368,8.50449731682875,6.48885830083799,8.21534719620168,7.6515909216035,6.56895731736983,6.09991651825298,7.47214522258725,6.94850948401142,9.04779704061056,6.61852452750271,9.43577679431001,8.59442308395831,9.11799414717845,8.92190895153721,8.71087131510133,6.55900826301562,6.91762962450328,9.15122297830088,9.01266141431759,6.67398726401617,6.92360642163867,8.79823986915534,7.46698572140454,7.34927837926981,8.63870929748118,7.73044433636377,9.16766798246639
10.378714813763,10.8711440828728,8.00181581085935,8.2375148369892,9.30758652207551,6.37751869147284,8.30821790211444,9.15215927198326,7.48168171253384,8.29904183775738,8.15907987846596,9.06431945588122,7.38394112864542,6.7227600477171,9.53467225815942,8.64619858735234,6.49303185208158,9.43928647385458,6.93385390824013,9.45629753106816,7.31543820909847,7.07531371630351,7.77855340674533,6.97153964609466,7.40222794852601,6.39843063690788,7.79858340459081,7.82088872437533,10.1179736839569,8.97904628803905,7.53046559022359,8.65411362130614,7.41175520237744,8.61344935174551,9.80986626137116,6.51036525784681,6.18199488619049,7.76892468674927,7.04365641736994,9.53393237515403,1.64649767305448,9.12966014775126,7.56193350089677,8.92773506674042,7.41475896500558,6.99333447634279,6.59807447505357,7.0648286221664,8.60148743314712,8.49596160874005
10.1707709038862,8.83205396511741,9.83743356713382,7.27072322436149,8.39103898495945,7.93515848963998,9.29526472856248,9.67304316177982,6.88457591865839,8.43323597786424,7.42509566526331,8.29671839232287,7.82958046302409,7.68097341874333,9.95046031082788,6.43068400693261,6.41206437599788,9.16254670065779,7.31934128841226,6.27894083513059,6.8015774365465,7.13916157057254,9.20335376644092,7.51969339293316,8.49461377394355,9.22641255175266,7.33149309482612,8.60908624457264,8.6532946267581,6.86998280756172,8.7381766651974,10.1030508782244,8.63075026082265,8.67938370763023,6.34735357650779,6.05285025514206,9.23866785229492,7.99395439971486,8.85652676017101,7.08854499263192,6.58448030855965,8.75763793222512,9.40170532923717,8.69521116835618,7.7378440476113,6.61826890910078,7.25801248461281,8.97816224051308,7.36631521478675,7.274525164358
9.35072683520391,9.91513341108238,9.6015541124302,8.76890185850135,7.51381752366197,7.63738179258826,7.4736012287441,10.0349343425927,9.38686783704698,8.71549859927417,7.03179847604557,8.66028522902507,9.57545471807888,6.08958917632359,9.28503407630567,9.25725621549786,2.89350133405564,8.66351878234346,8.80127861444491,9.21120416666326,8.92314315161841,9.7310664140495,1.67155727492502,6.94943891198061,7.46954788902836,9.85349736184661,7.95993394572787,6.90543708268596,8.99089606602772,6.82197061272475,7.03259414539481,9.47155498213916,8.15466856600644,7.15966818493366,7.90856050148453,8.97076352781788,5.84194411601647,8.12336454278651,8.47372408880868,6.97473052305062,6.86623081657376,8.79496063709099,9.25649971693736,6.11145028854027,8.34567492185517,7.3190650032468,8.08343270477902,8.11711062657371,7.66051895783411,8.40916573095461
8.22465909207918,10.7462523055134,9.39360631956845,7.776185686563,7.25367855272827,7.74343724518849,8.09276630152514,8.15874825228649,8.46008903805932,7.15014888567608,7.18947997928007,10.0836102438547,7.28611675196882,10.1407011523718,10.3171537473393,8.63923335934845,8.33987160016916,8.06883443684037,8.93323770056051,8.78790316268942,7.31435431161475,8.4824669977348,7.94225838399518,8.81871705382764,7.52820148703171,7.5176520607599,8.97792458630097,8.80132491042431,7.3252048995663,8.74930874763985,7.37738751961126,6.42102433431836,6.49132027648315,7.59909525069091,9.75550523039559,8.11160004697858,8.97490642993442,7.3136104805081,7.55316683086966,9.77751756094261,9.59850554399646,8.44651330900554,7.88615737072139,7.31770468459771,9.68553186538084,8.20890794571178,7.48432583995058,8.94532925883385,9.22707482060159,1.69428886212672
9.61530147965728,8.21037685920343,8.1155464746994,7.90366154847646,8.69454845745177,8.7896564772731,7.49685567741179,10.6093109247063,8.22186391845841,9.63456736991857,8.09331568372864,7.88046101838033,6.9610832272467,7.46631033900893,8.60670817815469,7.62890361815924,7.52622068869034,7.32648121461224,8.26861800219076,9.32902288802439,8.85574520132062,7.84271077564778,7.44282355711704,6.88321586146194,10.2224428951903,9.31513227943434,2.4705287119047,8.32601488110649,5.84857432458178,8.9641068527409,9.17584108107761,10.0616276922294,9.30531640901807,6.21452080533052,9.47023621492581,9.36145696548682,7.02586859749395,7.56607166597093,8.17425121266171,7.97846301115575,5.40553004598753,6.33785199375336,8.009812800086,7.8767021296104,8.41217044457222,8.13930606420728,6.53977575532469,8.33612267746927,6.41384234306746,6.25404311953163
9.89768544055453,9.76775321259455,10.9841608424933,9.30540371418317,9.63267043752293,7.75457808661878,7.17852940118082,9.46757551063453,9.9062683414963,9.16351130768764,8.77465633014223,8.80156002470813,8.96381366420312,7.51112084943862,8.99246290515983,6.38830011551086,8.67854572845757,8.39579602669422,6.23158015351793,8.89837894074122,8.08357669021581,6.94020718540343,8.20948075385364,8.93096395759387,7.86035550591247,8.53618772288141,7.53032691558185,8.33695926125404,8.81391323665491,6.88077746247545,8.56486584435687,9.04554794096782,7.6148735650445,9.5786932719115,7.58201526566025,8.72405834168538,8.56626681257012,8.81494789696444,8.90254866839327,8.84415165542401,6.96693659561061,7.27394170907146,7.40285567877418,8.68260244689757,8.77684243879666,8.26513059320997,6.77223232150799,8.31271855463193,8.72598346841347,7.09275764616585
