"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.237685290075652,0.637950808348513,0.471562563101643,0.501132006829407,0.0127672278157502,0.329818579935164,0.0405944051470437,0.362622535012101,0.124155024935337,0.194670768700841,0.0985840050185454,0.328482057610948,0.459430092320365,0.0317187250134526,0.804412745715246,0.0207732440452216,0.00940115997258461,0.298422417844996,0.886763974496667,0.110327333403456
0.398325485509048,0.225750629425761,0.0549244204586486,0.406705717014242,0.187316945175646,0.0668757102421741,0.198395642485337,0.095567789499908,0.00561915648187368,0.252543517273469,0.25652407323109,0.211763079428885,0.108754526546249,0.18421264771294,0.754190199939857,0.111296365142649,0.957760924200742,0.0890985760622271,0.261562554440325,0.0244655872905552
0.470938424632604,0.355280723164296,0.357465489031312,0.135664010211324,0.339218036783673,0.387828931358296,0.141578331300573,0.368179197380403,0.234379436620945,0.321130008354415,0.230040551289172,0.0900864262950327,0.127916582609495,0.421132354945715,0.480532856246355,0.0433448997886525,0.0813629899072608,0.276350953027947,0.697189710554644,0.117668552401572
0.122154567662935,0.499626242012341,0.226857279256583,0.197177732514587,0.518672302535331,0.00060142447040934,0.535575600898893,0.000674369900842887,0.092371479971454,0.2917478841182,0.938250200850313,0.0624903316096921,0.082272345944466,0.146926422950399,0.517260418748858,0.199578084041284,0.0371645494601867,0.0339545634907698,0.383364408464313,0.00720855432053472
0.0585814262017428,0.954429170245869,0.936103324799361,0.144374937765973,0.512021342506317,0.0580998606439834,0.416822838676699,0.0673268616524616,0.382335457153327,0.173857285877357,0.884931971756076,0.0409638959756224,0.311465408345092,0.0692391947320383,0.129370310530804,0.239304401935678,0.522817309770778,0.170497765979222,0.898449369844255,0.082309769553825
0.0334435127335795,0.7720484954482,0.149858174166907,0.195787290480146,0.124962174969104,0.633720355820586,0.927428129682865,0.043854274177123,0.00278447724175261,0.508104715843943,0.773435314056555,0.118845793618139,0.534800234284211,0.0811597566821936,0.0307198639930169,0.147150179568679,0.651758399899954,0.0731394741337925,0.635113975843152,0.0164243539297869
0.702969490632967,0.282437049890437,0.441232180644609,0.143444927535515,0.14412453921713,0.254556351593883,0.647706300154636,0.162560019390353,0.641268838917708,0.160216134783152,0.268509040312771,0.0716032720441345,0.113198117773589,0.273001038246032,0.626789856460271,0.0716525284679549,0.451087539185379,0.0701299178360907,0.734739725824275,0.0695800439033528
0.0486066326458494,0.741498459042432,0.99210381861458,0.0117727450575949,0.166680230785434,0.555334791347966,0.0872955285981135,0.278912094122397,0.694506359948417,0.15075948683386,0.0359930803911507,0.142969724197322,0.650621205429487,0.00898580901970414,0.710157694296269,0.00707555951183085,0.0172355475714348,0.389894266573555,0.35088505346672,0.172184246480793
0.684324703859638,0.387859846205288,0.612521975483998,0.101714957550716,0.0772976580068358,0.573149283519837,0.691166667244827,0.0494737225092151,0.737121845111448,0.237896202498136,0.621518630177999,0.172206372179141,0.972729698189996,0.0917102161051927,0.566236161700918,0.0515075767959802,0.203733714206484,0.289739741417667,0.489942514144083,0.0826795032399677
0.235875239180003,0.301308037168909,0.815113159398563,0.226616513872529,0.457260163507822,0.244363264222261,0.0376840814537488,0.430642465444801,0.314349416448662,0.230258012765888,0.434430649953127,0.0903994370811278,0.0385134916445489,0.169423037827342,0.741987374294198,0.0835960990624522,0.15348554871521,0.0957174370254192,0.231267255052926,0.00985887158653126
0.0604547652364218,0.0527082181206049,0.301446994164888,0.0509321486904638,0.250840229487069,0.377063452809631,0.808476035707252,0.102074516604413,0.455373903225063,0.104003406571352,0.868268939046595,0.0538124159542739,0.4782411917,0.0268181984222328,0.453935425499893,0.0106076783880523,0.461927778860643,0.0656709224966341,0.132346488754903,0.0292802882352871
0.37267510917636,0.254217552592591,0.658335004781616,0.00988282996596477,0.654833239870104,0.182105726194778,0.177719064355792,0.169583123645025,0.0522508092895108,0.0742562115525035,0.536319257841632,0.163624143350867,0.930299790907635,0.153117830223643,0.705956593055853,0.0484777303275655,0.147939979290929,0.137072608026085,0.516790277796457,0.0459246662075216
0.34021631883238,0.135599241221476,0.214637385946628,0.503902141092559,0.155221768198729,0.0900494747160758,0.196586546827219,0.382416317741845,0.0328703132407783,0.219048439149769,0.392643529693131,0.00846649249433559,0.553691484697408,0.0675509263507126,0.314719955931294,0.133906816273713,0.0254084801898458,0.0876928051669776,0.382941767494837,0.0948707501810654
0.470899231988774,0.305860200345534,0.475572828852041,0.11253521060094,0.411492421332346,0.187214166996723,0.252522903425031,0.36211851451785,0.922288252893455,0.255974559854333,0.666752844629341,0.0509473401680867,0.326373472733106,0.0630734214171159,0.632290316836955,0.0290482863653029,0.118562641304753,0.220896037465528,0.125347724808207,0.00604639361519248
0.515648762584079,0.318252761597076,0.124880720780516,0.252907651690228,0.0747601210540527,0.950452188987699,0.298952535067111,0.326354124248871,0.0950171881522082,0.139334449064251,0.132759398526064,0.0912547255079015,0.134325122036065,0.304375791250654,0.56890991682389,0.100404226167803,0.886653945392738,0.0612330375025946,0.0446815022296478,0.0367954074351753
0.970496037069466,0.181799857587668,0.462506826299226,0.257802746929054,0.25349962877214,0.125992857310403,0.357416825780754,0.111423581042541,0.929875247321082,0.192141554422436,0.57083650710267,0.0425697358966471,0.0638249982701121,0.173770574499753,0.382422638872453,0.115069376881685,0.392549686834702,0.0791495113764719,0.0286553852146926,0.179507289916709
0.211408439761852,0.923817050302917,0.638139441309002,0.226261926770957,0.0533126172302986,0.894793500960515,0.464445987752361,0.182568573592937,0.808714636625224,0.234872441140774,0.0259082780974341,0.11989463169257,0.970600854461154,0.0237774124821852,0.418459370308649,0.175964127708942,0.0735312312572484,0.1158128156309,0.252422364097745,0.174811453846378
0.14808122334454,0.194050641068331,0.453675218913214,0.4187045458558,0.446240387838431,0.475231504416359,0.145476261995289,0.232316641802349,0.121097663692897,0.415105946843655,0.130158880482106,0.135283151507744,0.882693128084222,0.130455429491936,0.00032818007154517,0.207616829959678,0.525170290971451,0.0100790204762524,0.936021637017944,0.00260867341278669
0.0907961668341496,0.023561419800234,0.229116759447694,0.288456851894983,0.543550654397975,0.228425777738565,0.540763330451041,0.00495220847899118,0.291432010993563,0.318178917588134,0.102177049050109,0.584362030803909,0.244650754142787,0.14416530465117,0.528336661220333,0.1146620552606,0.219641297691038,0.223911675875098,0.922481189567832,0.0170530335083015
0.946194499816011,0.196584257866895,0.407751141615594,0.119579153673828,0.41927849017911,0.214508061115296,0.135744467378643,0.366332339761625,0.212828155367112,0.449392234930535,0.209332997062227,0.0924175003782758,0.603857685156777,0.211801623412924,0.637296204684999,0.145417685405175,0.0116952253595993,0.121384347884651,0.55771949544523,0.0344153269214792
0.0552047894696977,0.56834703059228,0.238950778103381,0.457719169401864,0.636955046138556,0.0584809723031377,0.377637224024372,0.23968358694564,0.320148954545989,0.0361261538881633,0.796338018225475,0.0678086315284715,0.141053553933103,0.068068936242788,0.369678806190272,0.118299787810921,0.0827099020625992,0.107615379617076,0.923609188178388,0.0643237247042931
0.0534133997395004,0.703679624053344,0.104846515994034,0.225065918539019,0.723699786540536,0.179005770362616,0.392769434999443,0.298896968748419,0.0552322486429936,0.287703500238844,0.563114386940053,0.0497919835040914,0.632906187863975,0.181995765821576,0.397176171719705,0.19145859615891,0.243477691873914,0.150831908784234,0.51412903951534,0.0303473665558937
0.314740674040959,0.538856636892659,0.738979269459363,0.294779819711741,0.582942683222907,0.200663779037348,0.459646053710918,0.0981567764884099,0.136451345261609,0.52157818790863,0.0710245002344504,0.206948604587332,0.167998124968222,0.0432326028547929,0.966022082151313,0.00939991081546468,0.0314291124524871,0.215805639795814,0.99336995841362,0.137764992915597
0.299474331492101,0.484374161336756,0.129956910735439,0.0488721229134339,0.163837272464723,0.243073315930996,0.0661063089884407,0.643166044853892,0.405977366802002,0.23783208489593,0.875021996558375,0.122689740791976,0.277039897701231,0.188526802908228,0.355583628174489,0.146681015852357,0.0711783290352982,0.29113874531644,0.301664369475282,0.126103885600676
0.332440650670223,0.252317936583424,0.56905681564299,0.00609782388291804,0.183228769164733,0.393090069072241,0.903904085975584,0.191319768732392,0.108399584826161,0.53782461470423,0.0359444728327574,0.0807007317642028,0.555506643689228,0.0974013762307353,0.0840470435690497,0.134802906472995,0.193282886569578,0.0243140655511226,0.535506840854284,0.0460745982865417
0.219559689548307,0.224052881203989,0.424098041951643,0.357279191911639,0.0406735119409056,0.437109668279616,0.691333974905786,0.0941777548660063,0.301122409183705,0.207087465596326,0.84739637485863,0.146777034697162,0.735863203445028,0.0826061255463744,0.402025318685674,0.04197648263568,0.00737524263554819,0.424080781568467,0.68007171838651,0.0915750771290471
0.452298411416837,0.322372023824092,0.2568839292406,0.0891977811387413,0.708166434928948,0.131732068152908,0.104897498158557,0.380955521535414,0.523033539802717,0.300959895614909,0.89654126428858,0.0892224186663949,0.108311353530574,0.0384231601500433,0.326561356349003,0.0705499754245123,0.222693168033055,0.132926275530254,0.931298598938545,0.0900872532087278
0.168056085934748,0.0996043647374942,0.57961912096987,0.270858288329369,0.482538710444673,0.108092156901836,0.0300147436262971,0.219756165214907,0.633304803017141,0.100135430510904,0.61342803459183,0.199041406041257,0.984360414120819,0.0289098350665248,0.636753149112123,0.058703737929819,0.297047745180414,0.112685399720159,0.390301276437076,0.102124715294377
0.0456670233351852,0.425091962451198,0.252322942990225,0.499427246018999,0.5210928762565,0.201413151794679,0.00278705667897924,0.694823480609027,0.171150714100407,0.44336513091319,0.0382395529355828,0.544430235560799,0.0499259259232606,0.0338006805169096,0.642202038647479,0.149455818813401,0.0107799335968143,0.250573334765857,0.55748043874812,0.0364464175042449
0.189249956606795,0.778061747780087,0.917713652962737,0.0427789389587349,0.0744133819987114,0.207123104686837,0.25540162262977,0.307252451975352,0.268727647897669,0.424856289746043,0.133545587387961,0.191213895914173,0.0262270142405297,0.179484046734557,0.970479273803824,0.0196524469123295,0.0149072778113406,0.181566867841532,0.243547466686576,0.0105015559445974
0.422973996877475,0.190062732393806,0.0503771566262529,0.126719291288286,0.463304199161535,0.30728443136916,0.0256287333373823,0.664015959903867,0.751312720978366,0.0987664957451055,0.215973662892474,0.130780311259037,0.00350603077549347,0.373477641656536,0.302033096771626,0.0389886116942934,0.348947308899796,0.0185817518608455,0.416670339025136,0.0269278651623472
