"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121"
10.0268494285855,10.2163890765902,10.1711071359399,10.8352321145668,10.8019083601343,9.97770524698936,10.6119223551382,10.5782443048305,8.50893722085563,10.3848828768212,9.62467802143136,10.5538500300434,10.6908895872825,10.9977193573496,8.5997526855933,9.74063600445638,9.96588191764549,9.29953567032356,9.60397957002647,10.0240334091803,10.7239641671004,10.0122613365791,8.5851368108784,10.6245637250561,8.95193748898841,9.35654225228365,7.79716039372307,7.42500879716838,11.159990652801,9.06760886462004,10.3951552710814,8.44848391560157,9.14240082453617,9.35940648761328,8.02119734410638,6.47867720929887,9.62488779344824,8.0195350560287,10.2734107611673,10.615194258582,9.94323384665254,9.17668740568059,7.13584728006259,7.29596780381323,7.35909824234367,10.2641973717907,7.60622234721817,8.18320914038821,7.90599858911355,10.206747484712,9.0784789867016,8.39979978983398,6.99990581812061,8.24047567734966,9.75800134372576,10.1544411896007,7.97678534271668,9.13195785901218,10.8575889132147,8.01960723207307,8.27109450767185,8.0610219190167,8.3830649884646,7.41623696790945,8.36221959642751,9.21453406486063,9.79713735179137,7.97036794066822,9.19772833521181,10.051993778152,8.07040037113516,8.69143883870472,7.02548329181599,6.80369967748227,8.95026504441002,8.35316901995807,8.60175464369764,1.9673330976562,8.13515193694051,6.37160782201155,9.17717802772822,6.84965943648805,8.48890587453837,8.01619975401668,9.13337696831565,8.70361741060117,7.06730324810327,7.4509550472829,7.78861207488665,6.20722385127511,7.54509003838329,6.89708486491243,7.02080389603396,8.94691169631663,7.08531789568333,8.2001172346524,8.02501080876204,7.22449835522343,7.08603299326565,6.68514995992882,9.14706517639794,7.5532296723098,7.44724805648826,6.70921997383275,7.44136781042656,6.67050772187876,7.60249906522464,8.90360712846332,8.03713602128568,6.38563648163612,8.27860152377076,7.75160673302395,6.50204328679971,7.20908697709436,7.78304805447453,6.82976267602701,6.80055358491687,9.11537417898908,9.25624019872931,6.32875743904142,8.76124637358902
8.92974854597463,9.65316187495927,10.4813313388893,8.85659448923683,10.93569342629,10.4177384441082,8.66757836402481,8.55432710253325,8.67109762569742,10.6382032466769,9.90633688179803,8.90965426555026,8.98196856188802,9.8914576500872,9.81749850567985,10.1709486897808,8.54100832818494,10.3236732226567,9.80035100776512,10.2558881921165,10.1365460188702,10.1811442058701,8.87173856975341,10.383261721198,9.65653439230018,8.07481632889155,9.80497639977305,9.78371323647148,8.74334185035855,9.86849992280679,8.08399730798709,10.1346499510582,9.66698354789644,10.0321066148363,7.68215349154185,9.98303624569241,9.68908693585523,10.0228296409728,9.58008586542077,9.79889386747509,8.54339719536614,8.65528217164802,10.317539666037,9.11976345341276,9.72143939138618,10.3459749804398,7.6533356741441,10.3447040281339,8.60452779214016,8.89785348013144,6.93985983260928,8.02726792620276,8.96031206471742,9.78220877566223,6.92416605406267,8.13868737714993,8.32757185219871,6.94708189327757,8.95985193895884,10.3236340931278,7.07371818487806,9.64955326527619,7.89466588803217,6.83476948135981,9.27061705910966,8.66703766433713,2.31215449257176,8.27976063332269,8.28179763858099,8.91802624561443,9.93677722538107,9.91159017552002,7.51332990729082,9.91749492742261,6.74101841710094,6.48144978339362,7.83297668288954,9.30642341016713,7.90937413310895,9.89839512079038,10.2492549120162,9.7680757593837,7.56625558393562,7.74367532911484,8.28670838427782,7.97140071978118,6.20862718644472,8.32289223821464,8.75361420821982,6.0118839697291,8.78111750703298,6.08977882908932,6.91413541689333,7.170323211388,8.91229770291748,6.94353571445711,6.54541386540311,8.7847750853409,9.3828580305445,8.544279200227,7.15883952623502,8.82780696582823,8.93280965585352,7.38594718494941,9.12545999438923,6.59669564261349,6.28779702345971,7.92738608435462,7.44234759267189,7.97986537389398,8.12828944363891,7.21877453353062,7.52659960664984,6.64891138480722,7.68405291431545,8.25650860989298,7.5085491952158,6.45362981929066,7.98290042988306,6.28812356772227,5.7622873253879
9.32291603349365,10.0977420711894,9.97684508409518,10.474100376353,9.34838272156487,8.2494152286857,10.3403596055459,9.38792400075958,9.87586434696798,10.0214115529917,9.54945685150237,10.6008169328962,9.6762730252074,9.12219898271226,9.85448599421309,11.4108482807639,10.277072382225,10.3277078497364,9.98999395384322,9.39692188960444,9.82346305011952,9.08479624384455,8.55580864747086,8.41046923990092,8.94222938944965,10.4434276317115,10.3889732916242,7.71830449043865,7.25436263518154,8.33054265742262,8.25064608572472,8.20143446723868,9.39608189602268,7.5494727358385,10.4251279280364,7.82339156615074,9.91778597201312,9.25070549894685,9.92070215943238,7.6725295954261,8.48873645441203,9.99309552525291,8.95556042894461,9.82412102794587,8.17121775022768,7.54175314001346,8.69672172253998,7.99254878275859,9.58745238293345,9.45038853164145,8.56592172424451,8.34190214527942,10.8902226998068,2.92635901598591,8.13132913986277,7.03941547531412,7.29527721159039,8.83896786949763,10.1694781973346,7.59543341362937,9.32365257288824,9.54186781349782,9.4815052461763,7.42885815702828,6.62322920018736,10.5293106780409,8.18944826897139,7.28884656072451,9.71651202392519,8.18645923912593,9.26382555108938,6.97048168820323,8.95946136457409,6.84669326074159,9.02267032016572,9.35904370053659,9.34802347004823,8.96729577887113,7.90391308486897,7.71136828415061,7.36982276801783,6.13975478796832,9.16878100980878,6.93060120657939,7.45194858882871,9.24780136897925,8.34102667012567,7.38843295463386,8.94259958181824,8.87290303608654,9.37310609202724,8.46036106974836,8.90513026370323,7.39910444587967,6.43889375910312,9.44019387438213,7.76302279017064,8.16199552881911,6.68251842697474,8.84103232256939,7.0803460083441,7.07804416526885,9.94487121920094,6.01801274547322,6.94925520336351,8.28053791580318,7.16859900120767,8.79522854862527,6.3575601303402,1.13707344312344,7.76657457640553,9.4846729809785,9.59551723252689,8.44537427808669,9.0995944691586,7.63326308476035,7.94684117267647,7.96260853846008,8.54358601107903,7.73548386666083,6.79949879980432
10.357336290769,10.3908962000859,10.8468350705981,9.94923680128781,9.95332479086688,9.88577335115779,10.3671316542673,8.25065384984829,8.8279604535833,10.5810048265446,10.0500222923957,9.88133215608342,11.3488454335322,8.89612087949066,6.69810114084278,10.6908550916027,8.70607210271201,9.74001051918703,10.0090294569523,9.20906216877718,9.58464140393981,8.56819923674973,8.55505690444869,10.0355307318573,9.85890994240087,10.0471987792527,8.8999618918037,9.77939384604519,10.1470663892455,10.1819371204141,9.49849044075422,8.07405077946868,9.79193966388712,8.68826223500488,2.61586589225295,8.1077379268605,9.11672987219471,8.75895192762064,10.7246327782297,8.84916552110656,9.78514856231864,10.0097821514141,8.42959192145437,8.02799077339705,8.80637974899674,7.64300310255194,8.85479129701165,10.4646816653968,6.9516464757194,9.48729743742222,6.63208812625027,9.1211285610665,7.87340139882064,10.2532510987441,9.72349333837894,9.06868621771675,8.51477390338105,6.78703650112948,6.22852161094199,8.7881165002495,10.0746849642969,8.2377508998868,6.94455081842287,7.78813128229596,5.92592031682905,8.68514637987381,8.48699962759894,7.81819042175137,7.41022631435498,8.90748779554851,10.4410817991394,9.71704660406656,9.48764455577206,10.0976705953201,9.0473594064254,7.17189942690998,7.98080581435081,6.83134853824045,9.09392373285468,7.51132616569284,9.58966568058441,8.95452450072951,7.70569572260305,10.0549913834482,8.85688887933756,9.60501936560534,10.0343062149887,7.94207811240945,8.2000076219822,7.41015144427506,8.71056252139546,7.7670656540067,9.23490684559455,5.94111733184076,9.68654338085147,5.86007540631593,8.4822476303385,7.19625578280727,7.93133380181842,8.31923690231528,8.56091578768242,7.35121189172158,6.13309447769111,9.06899102946518,7.2335671299804,8.38980655120573,7.94375450184943,8.32237612002988,8.84491296495252,6.82315394941096,6.71999689768294,8.7553102931809,8.70165673442587,6.0079759314172,5.771096020417,7.90732608604945,8.46599524934517,7.52312260502151,7.80212063440621,6.39500093973447,8.64590375089846
9.52109451937683,9.77405729768465,9.70083659627958,4.13224171890588,11.0873442910167,10.9062103198161,10.3554750889341,10.5568217139872,7.31789157446192,10.5372542764712,11.0702197545084,9.03589857582475,11.0995677364715,8.83567899957659,8.78405449393069,7.91888807637328,8.81226728940832,10.7036730290095,9.78669350507128,8.262745839541,10.190571428749,10.1132366521125,9.04980315627277,8.01408742597451,10.8784631116936,10.1676149241779,8.06331382587903,8.34994306735894,8.49743245497578,9.37475253115579,10.1094057302869,9.28755448869278,8.83076055851203,7.19840931758137,9.63008049733993,11.0190312831626,10.3361051372427,9.61265114422929,9.13063647893481,8.26656100492717,8.84844549612529,7.5234727811985,8.5174443136701,7.98560873308092,6.96839063447131,9.44928946331539,3.092967488552,7.87727339595546,8.35813534590773,7.57567097892645,8.55143647579414,8.9171784170561,7.2537497829699,8.18770189944429,9.4857463698196,9.64868297972912,7.56651373377577,9.52078299221366,7.88658959972738,7.49993777219455,10.5505100601167,7.56974339581929,7.35186461240223,6.600870861633,8.55951690461498,8.22626420654439,7.52306979096366,7.54701703481199,8.93329498735971,6.18315605735762,6.89182847129959,7.93955768513651,2.73739522859867,7.42764871382079,7.72267012434773,9.40867711825593,7.63035676178876,8.88126497262458,7.52471912606058,6.55370757264379,8.7696675834773,7.51878049688095,8.94055917134763,9.8021498270787,9.14737252908507,9.51420047707531,8.72190761828105,7.18330769120485,7.81384550183435,8.10653164235342,8.83368499553919,9.09514427305063,8.23328310243326,8.33988990276727,7.81644199895435,9.52955370809748,6.93353922891397,7.40147547360765,6.85220246879062,9.55108331977043,6.14987234239714,6.51787614968865,9.16720069522195,7.11180899878971,8.18554219519988,7.29447760672002,8.25210566826838,7.52801707577377,5.80965764726165,6.18040044409833,7.02528838965148,7.66899333537269,6.59521524041531,6.86492294067236,8.84300888768324,6.63128569593569,7.63476721562052,6.81224061105804,8.69835551594896,8.48559997667236,8.3193050090319
10.4208639509896,3.92145442410043,10.6319495464507,10.3009572513144,9.46798898520949,11.8378474245756,8.15374853711594,10.4364579716816,9.5119124033008,10.8559697056593,9.75691463257971,8.12677288779254,7.79467635822901,8.11066507027733,9.45537055126075,10.3664092583585,8.65850191028708,9.2297286330019,8.68142661816336,7.72305916965642,8.68590344127869,8.19928851984133,10.3726215138769,9.79519695006598,8.72216708367105,7.27126293847674,10.4102040042986,9.7096064375294,3.15122716831267,8.71557781529134,8.44211798795527,10.6425037388648,10.7046072441059,8.36164834451771,8.93708199407351,8.15027943005898,7.91772657187512,7.90457324745492,9.38237877932581,9.82562229524165,8.76799064878957,9.10334034591113,9.98467674765666,9.58300252621228,9.58414353582838,9.2988911068124,7.2223268995294,8.84842145303034,7.7455844501893,7.46778550274072,8.8137339437226,10.2834660122877,7.87925335827485,8.9658895184655,7.49563405832615,10.5291502739153,9.8951224040893,8.21386331430413,8.1632622953943,9.82615357445394,6.58890922580331,8.00602328122933,7.18323268438394,10.524968728207,10.0320900461494,8.73995714377195,7.12341682835775,6.8698189544388,9.41278978522791,9.19449362814913,7.59712977152297,6.63470696217508,9.61382021991121,9.83147735537898,8.51542063993689,6.37543365909297,7.3088359770071,6.46652895135331,7.60453256018244,7.74909242927233,7.57565634147703,9.15701230256418,9.37697053992756,8.70470616182904,7.6279885308498,9.42530505545317,8.56899872203644,7.59604063025819,9.05323851440174,8.25265788339686,6.65205976151515,7.0614691274833,9.71369442668828,6.2372113311712,8.72631428798515,8.58536269764503,8.70187501126274,8.07527935507957,8.30810806117318,7.98708366924358,5.75020870734882,7.64155391073403,7.93979786803346,10.2891917251374,8.35582392978334,5.68291812761455,8.69605893734212,6.53417374102533,7.4287706576822,7.8530810976993,7.64376448518419,7.89832345548671,8.49447158835526,6.8202593576083,6.51706550480447,6.21756282868416,7.48232363782581,7.45063242870587,7.34577886806207,7.13594739876814,8.35418521091938
10.4592405886208,4.28843707335995,9.26127164493967,9.32511365114856,9.15612988048232,9.0496019919598,10.1268680146917,9.47410316145246,8.86703294582898,9.53799577716186,11.2618296514195,9.55792978943208,9.82730360572125,9.33523302843557,9.0809445868301,9.64858792648376,10.0791773080071,9.05593698728917,9.80736907472156,8.81453209692817,9.72135925451546,9.81090622915121,9.4233535269068,9.62442247734853,10.3473666832473,8.98011808998007,8.24844308213225,7.53008585289738,10.8866173642218,7.44324455863965,10.7610564089504,9.71496655937411,10.1427891707737,10.2626619005792,8.705004069156,8.40280459005197,9.23368649740156,10.6379685111603,9.65985866897304,7.14265490958411,9.75919033473689,9.13071850721462,10.2400471321563,8.59063666946887,7.97880208262871,7.78452891622919,9.5608950262339,9.62562789730808,9.1521476329392,9.93771479472171,9.10813252216236,9.0539591054282,8.86581242063284,9.23575624012932,9.67473537675938,8.113999120579,9.77339436991791,8.95494655280572,10.0267481528389,7.37834536864665,8.265385719026,8.44591070759217,7.66030023458444,6.43691769467399,8.82181733372637,8.25503689839594,7.01616470970408,6.99659576268931,7.64916983147606,6.83462556498428,9.96847822068353,7.52208230070591,9.92010899618685,8.63552749201031,9.76095898104401,6.41336700720683,8.12554557038415,7.26487953237508,6.8560277663446,7.27178555482836,9.65974476407302,10.5818390892509,7.55749921077597,8.64795086369681,9.09277066969143,9.25967408717149,8.09200542142003,9.80714673794817,9.30474338068104,8.45076362914762,7.68336749165885,7.68471853232963,5.96232962595002,7.05666122567804,7.31856164074921,9.1692487947006,8.59788501211713,8.64021650537496,6.64513070362989,9.98628953000855,6.88559671989097,8.75088767405644,7.86814938537406,6.89546822393378,7.75526592467872,9.0958283984308,9.51367204331138,6.83458407084633,8.59753105340034,7.06694569179819,8.61981639922981,7.92629987683986,7.26895950718852,9.02589168527693,7.53250513598728,6.8693153769333,6.68390206494119,9.02725395748834,7.37687381164473,6.67436937220221,9.00809832562794
7.71794933272378,10.7497129369614,9.9639752506143,10.9362726572087,10.526322113339,8.42015060298368,8.641850198716,10.5329904581832,9.03429112635003,7.59639701699448,10.6472412266275,8.97144764241333,11.1271661599439,10.3536810533278,9.31300079395023,10.9148707016645,8.81006440783179,9.91741195875163,9.77656304835629,9.91000258438205,9.9573769679182,8.25305258726624,9.11808967790448,10.8502698862292,9.66160860828603,2.90968900779148,7.40573516646667,7.63803331230469,9.56840096570314,8.17128581034587,9.95510085141453,9.48071696021795,8.28949451019888,9.59115224117897,10.5581536925576,11.2037137781166,8.20228974063651,10.9959861376796,8.18349079690776,3.382396594266,6.63463580767885,9.09048358652627,4.21208313825917,7.92326885388407,9.27084045907776,10.3786537448333,9.61922026680642,9.77258489817185,8.57406976192968,7.26660706379687,9.21306854150655,6.96970700294622,9.75414426011182,6.56474965367693,9.68968938841427,7.74059794947028,9.0582674714743,8.53399812442946,8.51605364365622,7.20671498054301,9.31485002445396,9.05449606212685,8.92827569953798,7.52419874443936,8.75476796164077,8.64054371077109,8.735596797286,7.98355590255091,9.29861554057013,8.2884354575058,9.19914047282423,9.24040061407591,7.64517656931787,7.69896321789851,7.44638825173678,7.58728391554638,9.78913325803804,6.73076449502809,9.74442042819672,7.90741375512161,6.29058708133246,8.49153515601879,7.32179480464445,7.59558599243935,8.42440885500294,9.7509238642636,6.7809190371278,7.50626916499144,6.69847748999886,9.12548993405265,7.86663309740117,6.93856894488425,6.68293055750532,7.42541759500892,6.17782019635599,9.61196409959692,7.35324833764922,6.0939709027626,8.26249521897684,7.42850196932596,7.2405481667521,6.12183401423447,7.13697688332616,9.57823122289608,7.93158992912937,7.38502664087004,6.96072624264253,6.96242340696042,7.50478791193587,2.98526678109146,9.48482508759744,8.69652701576384,8.15647510808202,7.27906340426575,7.09506217965972,7.12709176165094,7.99648332167157,6.99913389953041,6.74108355380112,6.31811550573596,8.63352197159925
8.53297451218493,10.3146246475727,11.2955767673903,7.19897862302287,9.94318606490107,9.16457148979189,7.56486277074744,10.3783245472828,7.75697660073714,9.31084043949356,9.40390731465393,8.74266156729734,8.56226193234364,7.77835290272711,6.95800019986919,9.88764644272556,10.5952454850636,10.6025258449194,9.96466567023461,9.75018056669288,9.57107272996793,7.84217317263248,8.83538995317038,2.6292206605329,9.6826623518008,8.21293061149248,10.4604144165092,8.89449538831468,8.77737681035577,10.0060028239209,9.85356430280157,8.56699378628965,9.64877707193179,8.92486946401806,10.1920415309884,8.01523800141616,8.71614465793664,8.06011474389653,10.9372278385272,8.11730888948068,7.16808308543757,9.61939334084616,7.85727995823609,8.56701656898554,7.07458584489788,8.94492638311428,6.85854167349693,8.89558315482189,9.10335036847698,7.90701045601664,9.96899008213021,9.73821084860348,9.98426490159085,7.38687512309016,7.82581154325593,9.16866556428935,7.76642246999779,6.70294145266416,6.82152383277904,10.3037181408045,7.32926162245423,8.23173509712146,7.97120717692531,7.93704147708953,8.52446607391987,7.23838248259352,2.82778678996037,7.74776695926966,9.06785098271135,7.10483841574638,8.73192270067364,8.01091415126418,8.10988447034336,8.89514704283266,6.96078708463424,7.56410376454068,9.6363042386823,9.21449298812411,7.06766441941904,7.2435957322721,7.09448031999477,7.57425640302721,6.86589017400474,7.19691338770687,6.74942224471534,10.1314832243292,8.67571143061592,8.43109285741925,7.38201588999687,8.92762045432042,6.74890881185732,6.76503969128923,8.67615927947239,9.50589773743571,6.54625400236907,8.8187303570522,6.78943774396098,7.66710484838937,8.15553238217034,8.49526397384069,8.01526849493622,10.2132177620511,9.62455357871852,8.43691450811467,9.27297165834735,9.08512391540662,10.0408379111073,8.98155351382974,8.72730352186477,7.12977706004393,6.89254239537707,8.01297476883819,7.7897980519543,8.59771304102383,8.46526842803459,6.13347932455209,8.16360081924335,7.10270438378907,9.45928620729842,8.79138588170121,8.91867684297084
9.27511113919746,10.0828222049322,8.48892833260197,11.0942845149172,9.61267433586692,10.1515986875818,10.4897898593558,10.1716333613846,8.04214300035879,9.70677661945832,9.38805627825648,9.54312553618912,9.8703688679191,10.1438642103946,9.97382322131713,10.046230222816,9.31261153837735,8.15062568597595,10.0944720120021,9.5575888821827,9.61374055995021,10.438348849816,9.88929134505955,10.0575923768532,10.3438197342523,7.82963655167732,8.31357293968435,10.8590685268889,9.79280245811544,9.02466403165602,8.33617192203833,3.96831744689126,10.0688992207057,8.56685007692307,9.55768459286486,7.3679530010403,9.49774042065578,8.57239432831961,9.56594021282996,7.56674259054967,7.28372732399004,9.55519174634506,8.91046884718908,7.59249177915124,7.34957710023284,8.99133205146742,9.59393465771426,7.34127658317495,7.75063319113869,8.12809918652328,9.85883915027821,7.5874635725848,9.43014732863768,8.24299020928619,7.71046121545381,3.12125491019594,6.43821886566163,9.90785803565191,7.01814657220793,8.39836050920817,9.45233291192058,8.50230547888418,6.65908306423105,9.58591399282958,8.53685037998778,9.53108991319188,9.54649206277568,6.46130562272459,9.47829190800294,6.59985854521208,8.02050204513746,9.81951710662065,10.3449948622618,6.47037732133407,7.19606809195844,7.50245746868112,6.90825683861878,9.71920599227067,7.68965569995717,7.67018498644132,7.14884942427099,7.86699423831141,7.20548770686832,8.14365178928236,9.50953497227978,7.3873242512717,8.03057622527102,8.60422385325825,6.4627578579575,8.78566025223447,6.50597596788656,7.67998186002461,8.5611499807436,5.95801229336031,9.30519855819695,8.11169272039037,6.49214361439693,7.14647974651615,9.03298216098557,9.23662315347546,6.61081110460122,7.34030950922089,6.76198169739784,8.37085107597327,7.54784323855246,6.65878886089018,1.72149368885919,9.12070272618291,7.35358445397825,8.32775237451536,9.91967517948343,7.72069672107194,7.93098167817464,7.29581036665547,6.16103807669576,6.46779798837813,7.81483571119395,7.2649116913164,8.18578904266133,8.81463884249275,8.62804610482432
