"u1","u2","psi_u"
0.844391970452394,0.300396473864106,23.2234909293847
0.0542893432219891,0.415187097187606,0.350319700173966
0.0433460817476488,0.0668483772873205,0.000150080117298997
0.557706477310403,0.147934529337469,0.595867344945155
0.0940586054661726,0.302317898498321,0.295605494662927
0.146602265168649,0.726150607225277,23.9027666751009
0.703031077916585,0.342397810260089,27.1727099480815
0.39350686366949,0.215238633668904,1.32936892013751
0.682571028618048,0.111407131714035,0.287083125190627
0.366294276751343,0.0415499255880121,0.00159956266440851
0.0105277929604936,0.708112983812362,0.111466635532477
0.0389657294511668,0.858520853207013,3.2993546973753
0.902283592582408,0.157612309346059,2.00958620624508
0.424118016610435,0.30193023000125,5.97943055272374
0.00302903287905032,0.691584679381065,0.00839555520226688
0.0333384401333063,0.860044582985784,2.43239668088234
0.00221615612667159,0.589505223348306,0.00237252789450985
0.90340458913221,0.376425170939172,65.5449446767552
0.257457509034689,0.166992344753837,0.206185142988784
0.173185600240216,0.596163176352891,15.1545881494003
0.320263492363959,0.600932522125277,53.5029459230949
0.0491748594727852,0.753848760353783,3.12379946623781
0.0975522382159866,0.71641095134293,10.0272843765205
0.79447393243714,0.181560950434951,2.74352603353891
0.131727384608532,0.069219101668564,0.00159336753603914
0.15446529991195,0.19517983705807,0.13850379069245
0.0383158661040761,0.202604422743158,0.00989493558518036
0.0653958037798932,0.341643963304659,0.233053033803272
0.0591880424324746,0.636531077767968,2.30041607477571
0.471286986219188,0.769304633182115,311.189029810536
0.321227322035426,0.416490559835098,12.4195423925343
0.101902513777367,0.196820334375183,0.0623317969856503
0.0164795651914754,0.447916289362815,0.0437259159585879
0.219596844481002,0.277457321101166,1.14313345963735
0.605732450924765,0.0816516968693702,0.0652352800623208
0.537044615617,0.247271970530415,4.31300820056626
0.959013484906483,0.0773499735355613,0.131689181076286
0.282829829535156,0.363459819048124,5.58387951738332
0.250852550017914,0.774915700739163,90.7642603618537
0.490447914135259,0.379787083762713,20.0173479183493
0.0546667149271277,0.468774347805961,0.577246486048475
0.0376376171212268,0.527561690097321,0.438931990833453
0.054914314931642,0.263650448128031,0.0582834413482738
0.0312318014805226,0.643677997913514,0.669774671300598
0.556431273930439,0.0783712425846779,0.0467207692086771
0.308443486330492,0.169894661437664,0.317051730030511
0.74325263610548,0.222666329374711,5.43189176024888
0.0423534433501521,0.364923673080929,0.127246425185136
0.454616625042629,0.40549813972552,22.351469601336
0.293087538546512,0.682275162289767,74.4548416094865
0.464626447241221,0.433955442376459,30.6230471141172
0.910489099642349,0.385092573879442,72.9239304204155
0.302687508340595,0.222496685602415,0.898138207115865
0.455484413711914,0.222568903982156,2.03640887337835
0.879919696590407,0.34341599008577,43.0752812063744
0.969457825074692,0.13697831259319,1.32350345668365
0.127717720258859,0.102597462751411,0.00722950878878401
0.397842780625986,0.33745745583788,8.21030075820133
0.741568696145924,0.408070859857603,60.9965260308636
0.0304229270726115,0.708864332548963,0.934790915732859
0.357846080023189,0.348163907687045,7.52640374878561
0.0463632945993727,0.618214348133389,1.25592843142125
0.608810407443086,0.151616288867274,0.783443309074464
0.540259694008569,0.0778585805481807,0.0429033352445389
0.105284249512793,0.0817826187319927,0.00198349383119958
0.928655535351965,0.243185607879962,12.0648178984686
0.939659396367989,0.0595135802243796,0.0443062733711655
0.652654414936409,0.408086324719373,47.2535800805556
0.120577275714096,0.256957124136959,0.253532464454325
0.08519975006008,0.680368645657253,6.22176778199297
0.87679879352058,0.0190030202949917,0.000401005571916248
